index,tweets,emoji_sentence,follows?
64389,Where is the best place to buy a flag? Asking for a friend! ‍️,😍,0
69575,chan best boi stray kids best bois ,😌,0
19909,[USER] Beautiful sounds  amazing ️️️,♥😍♦,1
4394,[USER] i’m a sag too ,😎,1
19748,[USER] I’m here to let you know I want in ,😎,1
84090,[USER] Albert back ,🏽❤🙏,0
27221,[USER] i tried one time...didn’t end well ,😀,1
26292," So, it's official.I have SSR working in [USER].And it's awesome.  Works in Vue, React &amp; Svelte Super fast page loads (&lt;100ms) Works with any server-side framework It uses a background Node process No headless browser needed Tested on Heroku &amp; Forge",😱✅🔥,1
15835,I live in AZ.. y’all gotta stop tryna sell me sweatshirts and hoodies ,🥴,1
51250,[USER] [USER] Breeding ,😈,1
50712,"[USER] Sorry to add on to that DM flood, I included a picture of my cat in mine to help ease the pain maybe a little. ",💕,1
67892,[USER] that’s great!! well done ,🐣,0
14607,Bron really gets no calls it’s laughable at this point. Refs love playing favorites ‍️,🏾😂🤦♂,1
72759,We can't be friends if you still watch Bollywood movies Bollywood Died On 14 June,😢,0
34239,[USER] [USER] Always felt sorry for poor Wolfey .. he was a hood doggo ,🥲,1
75544,"[USER] [USER] Great minds! I’ve lined up my saxifrage for tomorrow morning’s tweet, Annie! ",🤮,0
49299,[USER] Anything for you ,🥲,1
3734,[USER]  my heart can only take so much cute,🥺,1
10834,[USER] [USER] New dey tweet ,😃,1
68821,[USER] Happy birthday gbu! ,😏,0
60560,[USER] [USER] I subscribed to you from my personal account and my YouTube account ,💕,0
71290,I’m not toxic I just expect to be treated as a priority and not an option..  ‍️,🥴,0
1423,Hat trick!!!! what a player [USER] ,💛💙,1
6479,Lmao showed my moma my basket  she looked so disappointed ,😂,1
66265,I know damn well a Louis stan ain't talking about pitty lmaooooo,😔,0
79059,do you miss SF9?                                                                                                                                                              ,🥳🙌🏾,0
8870,"Once I like you, I love you  bc I really can’t STAND people.",😭,1
25617,[USER] It’s not even funny anymore ,😭,1
10912,People who wear two masks be wanting to make it mad obvious ,🙄,1
51887,Also fuck Biden [USER] this dude’s a senile old man who needed dead people to vote for him. Trump would’ve tweeted something about the market by now. I knew this bs was gonna go down as soon as he stole the election. Fuck that POS ,🖕,1
72536,[USER] NO NOT SUNGCHAN ,😳,0
85347,"I miss my bf so much. I genuinely love being with him so much that when we aren’t together, I have withdrawals  mf made me fall in love ",🥺,0
91327,my 5sos fam-engene heart aaaaah ,🏾🙏,0
42921,I like my convos face 2 face ,😅,1
97293,[USER] ive never listen to any podcast why is it there ,💀,0
42223,[USER] Yup... I know the feeling ,🏼👍,1
83629,Thank you po!Much love to you po!LIZQUEN Vibes Only[USER] [USER],👏,0
69522,am i married to kim dahyun?,😎,0
44677,[USER] Do a Haul omg ,😍,1
3025,"Child support is for ABSENT fathers, not failed relationships..... ",👀,1
10252,"No Risk, No Money ‍️",🏽🤷♂,1
57216,[USER] [USER] [USER] [USER] He the kid who paid people to block me after critizing him once ,👀,0
92699,[USER] [USER] Clearly all theatre at this point..if you’re still wearing a  after a vaccine what good is it?,😭🥺🆘,0
90679,So true but I know one ticker the MM’s won’t be able to hold down when commercial grade oil is confirmed in the hundreds of millions of barrels... $EEENF tic toc..tic toc.  Or $WDLF when quiet time is over..QB uplist and IPO’s launching.  ,😌,0
19789,Y’all wouldn’t be the slightest bit concerned? ,🥴,1
28833,[USER] Hehe true cow ,🐮,1
59129,"I’m a nail gal, and I wanted to get my nails done at this dope place, and the wait list is a month  I’m shooketh to my core.",🥺,0
92158,"Might as well , then change yo Ig to a business page . The traffic gone go up heavy ",🧍♂,0
24328,"Retweet please, not mine but ",🏻👇,1
31180,"[USER] Ah I miss the stream, I already feel sleepy in that hour ",😞,1
42116,[USER] Bro I’m trying to plug my homegirl with him sheesh ,🤒,1
745,[USER] Nice Bro MAKE THAT MONEY  ,💴💰,1
82169,told y’all enha’s comeback was gonna be before txt’s wbk ,😼,0
99430,In case your day sucks.,😭🥺,0
25338,Follow everyone who retweets and likes this ,🐤,1
18931,[USER] Happy birthday to you sender  stay healthy and be happy ,✨💜,1
13393,The scene where i cannot watch again: kang seohae sits on han taesul’s lap  that is so weird in many ways i hate the director for doing that ,😭😂,1
44439,.    *     .     *    .   *    .  *        ️.    *      *    .      *      .     .    *   *    .      *      .     .  *.  sina deinert as the solar system  *  .  *.     *    .  *        .    *   *    .  *       .    *           *    ️.       a thread   *    .  *,🌕🌑✨🌍☄💫🌙,1
2980,Helloooo may want ba? ,🤗,1
10638,[USER] Done ,😊,1
16734,[USER] You know it ,😂,1
18041,Im at 2001 Odyssey today and I’m a bit cranky.Come cheer me up w money and back rubs please ,🥺,1
79581,5 minute crafts and sssniperwolf  oh also roblox game play,🤨,0
56796,[USER] [USER] [USER] [USER] [USER] [USER] only do it if you want to ofc!!! ,👅,0
38211,A well done steak is not a flex! Shit looks drier than ash ,🥴,1
100293,[USER] We can’t have that ,😅,0
87765,[USER] prayed ,🏽😌🤞💯,0
77855,I LOVE YOU,✊🏻,0
57604,Wizkid will mud anybody as long as its twitter poll,🏽🤷♂,0
80523,[USER] [USER] I'm 5 minutes in and already I know the only way this could be more iconique is if this video was ft. Nicki Minaj  You two are a hilarious ,🏻🙏,0
8610,Oh on twitter too ,🤣,1
55507,Trying to write check today. Haven’t done that in years. Help!! ,👍😍,0
51857,"my body clock is a friggin mess, I still cant sleep ",🥴,1
73343,i haven’t opened spotify today wtf?? ,😔,0
30988,"How about :- we have journalists and media outlets that hold the government and politicians to account regardless of their partyTax loopholes investigated and closed for multi-national companiesPoliticians that have just 1 job, with just 1 income‍️",🔸🤷♂,1
20259,Tit for tat we already said ,😌,1
69753,[USER] I can take a little humpty hump ,😭,0
84250," I really like her YT channel, hoping she'll continue it",🤭,0
69316, $5 GIVEAWAY || 120mins. • Follow me &amp; [USER] • RT and Like their   • RT when done,🤣,0
46901,Retweet [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER],👆,1
10361,if y’all know me y’all know I smoke me a 14 a day &amp; I don’t be smoking no bs $50 sevens ,😂,1
95285,"[USER] Two points 1) I hope he realizes that you don’t shoot Stingers at trucks. 2) If you try to shoot 7.62mm x 39 in a 240, all you have is a very big paper weight. 3. This troop needs to go to BSEP. Okay, that was three points. Out here. ",🤔,0
72322, voting rights = The most consequential issue of our day!,🙄,0
14706, but i love saweetie! i probably love her even more just bc she’s a cancer  lmaaoo.,😭🥰,1
92358,[USER] [USER] uh ohhh ,😆,0
45708,Missin my Tahoemie ,💙,1
34258,"[USER] Its alright, i should have been more specific of what i wanted. Have amazing week. ",♥,1
27279,[USER] Hope so. It would be so helpful for us to grow up a little ,✨,1
72814,[USER] [USER] Almost Catus meets Pillman like.. ,😘,0
62007,[USER] [USER] Love this ,🙏🌈🏳❤,0
102915,[USER] I didn't want him to win like this ,💚,0
77670,I think updates will be hard tonight but still will be fun to watch. Let’s go. ,😭🤷🏾♀😆😅,0
23263,HILARIOUS: I’ve been doing muscle training lately : He has. He’s very proud of it. His chest size is 90cm. I measured myself who does no training. I was also 90cm.: I’m gonna try even harder!!,🧡💙😌,1
80567,[USER] [USER] Me too! I love thirstdays ,🤍,0
33419,Push niggas and slap them in the head? Aiight bet. ,🤣,1
8314,[USER] But he’s just a baby ,🥺,1
49946,I cannot overemphasise enough how important it is to date a tall man. ,🥺,1
105796,[USER] [USER] [USER] [USER] [USER] [USER] [USER] Thank you!!  Please stay safe ,😂,0
13940,[USER] Don’t agree but Orihime a great character so respectable ,👍,1
77148,"A long time ago, in a galaxy far, far away... [USER]",😅,0
28893,[USER] this world is very weird i don't feel safe here ‍️yes!! I'm egyptian ,😭🏻♀🚶😂,1
31111,[USER] Im in for the ride ,🏾🤘,1
50407,[USER] dom i’m literally gonna fly to england in october from boston ,😭,1
27808,Apple has some of the best customer service and that automated dude at the start that asks you what you’re calling about ,👌🏼,1
17094,"nessa rua passa delivery much, alfred, flash... mas n passa um ifood nesse caralho ",😔,1
38545,[USER] omg i forgot to tag my moots to unf i'm sorry  but yeah dw it was a few posts down so i was a hair away from following back but i scrolled down nd found That post nd went &gt;:0!!!,😭,1
10929,All of a sudden I’m going to Austin tmw ,🤧,1
66619,will i ever go to a race?,‼,0
100089,EXACTLY JSHSJSHSJSJYOUR FAVES HAS GOT LAID BEFORE YOU CAN'T CONVINCE ME OTHERWISE,😂,0
34834,[USER] send me vals @ so i can unblock ,😀,1
69356,[USER] Soon! ️ I just have to get through quality checking all the new items ,😂,0
63558,[USER] same ,😖💔🥴,0
73936,"an hour of it i got hella tired and we changed and talked some more  he was so gentle and smart and i was like damn marry me so yeh that’s it  ashanti and me still pretty tight, she started dating darion and i still fw jj on the low",😒,0
96425,One thing about it my mommy always gone come thru for me ,🏻🤦♂🙄,0
13748,"[USER] Ravers be like “ugh I don’t wanna go do my Cocaine, my ketamine, shrooms, acid, and pop my pills in a place where there aren’t enough people vaccinated” ",🤣,1
53814,Brought back some hog head cheese from Louisiana and I might have to make a trip back for more ,🥺🤗💜,0
18936,[USER] I’m more of a Diet Coke man. ,👅,1
70262,it’s 2021 and niggas still lying on they dick??? ,👀📖,0
5228,[USER] astaga ,😭,1
74897,SO. HYPE. ,😭😂🥩🩸😅,0
68202,[USER] I need a partner ,😌,0
46553,Someone got a phone call ,🥴,1
60213,[USER] you won congratulations! Super begin voor turkey ,👏,0
82032,Tb when he grabb me like nick grabbed Priyanka's chair ,🐇,0
20226,wrong move ang mag heavy midnight snack ,😖,1
88384,[USER] [USER] [USER] [USER] [USER] Great Job Timmy. It's awesome Team Penske gave you the opportunity to race in this event. Hopefully Team Penske will allow you to come back and race again in an iracing event. ,♥,0
95774,A wooden box and made a hole so they could get in something told me to go out side that day lighting hit the tree they died in the box I was hart broken  so young  there mum dad keep going in and out seen if there Thier so sad to see animal look 4 there young dnt loose urs,🕯,0
4811,[USER] I’ll seriously take you up on that offer! Lol Next week ,🏾👌,1
27686,Offset made the Migos harder when he got out ,😬,1
92765,i have an announcement i no longer hate geminis ,🥺,0
8194,Ladies Lawn Tennis with all grunt was more like porn for 90s kids ,😅,1
77396,this man chat like a female ,😊,0
49898,got new toys for OF ,👀,1
97271,[USER]  see u gon block yo blessings with that mindset,⏳,0
77338,[USER] [USER] hey  rt !,🥳,0
61618,"""But make sure you stick around cause we have a loooooooong way to go!"" 8 o's  i swear chan reassures us in his own way always.",😍,0
22934,sometimes you have to sit back and laugh ,😂,1
74144,[USER] You're awesome too Curious. You're too kind ,😭,0
17699,"also don’t flood the #/cance|dr3amst4ns with stuff, just report the hashtag and move on. they only want attention and a reaction ",👍,1
88785,Sleep then homie,😷,0
27238,[USER] 'Cause you had a blah dayYou're taking posts downU rip from the bong just to turn it around... you had a blah day ,🎶,1
77891,"Hair appointment , Nail Appointment  , all I need is my out fit ",🏽🤷♂,0
57698, replace Miami with this,😭,0
79392,[USER] [USER] This is huge! And will  ₳,😅,0
55177,[USER]  // HELP,😐,0
52991,"[USER] [USER] Yer, yer, yer ",🥱,1
58266,[USER] [USER] Look fabulous ,♀🧘,0
46406,"[USER] [USER] omg baaabe, you're beautiful !! ",💗,1
36313,[USER] they don’t have tomatillos in japan. ,🥺,1
72969,"[USER] [USER] I can’t wait to see your customized booth, tho. ",👍,0
97585,[USER] [USER] Grandpa Jacob ,😫,0
71802,[USER] I’d be hard pressed to go back to a non-intl school at this point. I’ve become a snoot ‍️,😳,0
64517,"Thank you Church of Scotland, Catholic Church &amp; other Church leaders for showing leadership &amp; condemning UK Govt's recent announcement to increase their nuclear warheads""For many years, Scottish churches have agreed the use, or threat of use, of nuclear weapons is immoral"" ",🏽✊‼,0
82350,[USER] Thank you kesssshhhhhh ,😂,0
47662,arabic girls are attractive asf bro istg ,😩,1
100876,"My heart... This is so wholesome and such an amazing idea given the circumstances, thank you skz and your team ",🙄,0
11976,Omg  him apologizing for being excited ️️️,🥺☹,1
30331,Beyond exhausted ,🥺,1
30618,[USER] happy b’day! wish u all the best ,🥳,1
98156,Fashion Nova really trying me right now ,🏽🤷♂,0
5567,By north lane!! They have some absolute bangers this is awesome. ,😍,1
70785,Less than 50K followers?? Follow me and all who retweet and like this   ,😏,0
95650,Now I’m definitely expecting a fist fight between Rae and Sykkuno ,😞,0
85542,See me and get nervous ,😁,0
97255,[USER] but come to think of it its possible ,😅,0
104104,Gm mams ️,🥴,0
64269,My ex ,😌,0
83383,[USER]  I love it ngl! We gotta do rp in the dms tonight,🤤,0
59767,[USER] [USER] Appreciate it.  I wish you the same!  ,🤣,0
68069,[USER] Thank you ,🤔,0
73422,"[USER] morningg, have a nice day too ! ",😭❤,0
66634,[USER] Roll out some Gini slander I feel like I'm carrying that too much ,💔,0
104027,"Like... besides the obvious part where Jungkook is driving us crazy (yells into thevoid), I'd like to point out how intense the whole take is. Everyone is working on a different approach to this choreo but all of them are really focused and trying to find their best performance.",👍,0
23404,It's sushi  for me ‍️,🍣🤷♂,1
58670,[USER] [USER] It is ,💚🥺💙❤🧡💜🤍💛🖤,0
104855,I hate that for you ,😍,0
89071,"Amen! Whatever is happening to the Lawyer.. it is the one holding on to the ""click"".  Phew!",🏼😍🤞,0
102965,[USER] [USER] [USER] Miss you toooo ,💎✨,0
99509,"[USER] Ah, I wear a bunch i inherited from my dad that were from tractor supply so no worries about camel toe!  ",😛,0
36366,"[USER] I HATE MEN, they really be painting a narrative they caused ",🤢,1
53242,Big dreams ,🙌,1
21604,"[USER] That’s right, you ain’t pretty. You’re GORGEOUS!!!! ",😔,1
93065,[USER] [USER] [USER] [USER] Hmmm  good skin ,🤷,0
78327,Not me losing VTB content I used a whole day to film ,😢,0
40650,Only cool people can reply ,👄,1
69138,I hope the goat boys are okay ,🙂,0
102645,Auntie Twitter it’s lit!,🙄,0
64385,[USER] Just send me an email ,🙃,0
51469,[USER] Which means I'm buying a Tesla everyday now ,😭,1
48957,[USER] I'm worried about getting a fever and stuff  We didn't have a timeline to get ours and then all of a sudden it was 16+ so I hope that happens for you too!,😩,1
92744,You been doing this bro. Keep pressing.,😹,0
8476,"Simple nya gini :BigHit  HYBEBigHit Labels  HYBE LabelsBigHit Entertainment  BigHit Music Haloo, HYBE Labels stand",✋➡😌🏻,1
12258,This is awkward... I’m terrible and don’t use sunscreen ,👉🥺🏽👈,1
85820,[USER] [USER] Who said you had to ,🙃❗,0
11203,"that's my baby, that's my love ",💕,1
101171,[USER] I found the female keke ,🏿🤷♂,0
26011,stanley johnson  dua lipa travelling the world during the pandemic,🤝,1
93940,the texture is fire ,😭,0
60768,[USER] hell yea thats next ,💪🏻,0
88927,I did 6 facials today  I’m so proud of myself fr ,🔥,0
24915,Dear Check your inbox ,📥,1
2737,||Aww cute wait I'm on the L account-UHH SMALL EWnailed it- ,😎,1
943,Everyday at work ,😒,1
2300,"I'm 4 followers away from a very ""nice"" following and follower counts ",👀,1
53196,"Also, I just love how casual this interaction was. She is not trying to get their attention and at no point did they feel uncomfortable. They just both existed at the same time and the same place ",🥺,1
49634,Thinking unholy thoughts about Godzilla ,🥵,1
5408,This is so fucking winnable. An Arsenal - United final would be crazy!! ,😂,1
27410,The U.S. has had 7 mass shootings in 7 days. Tell me more about how you'd like Canada to have less gun regulations. ,😐,1
19937,I’m so grateful for my girlfriend ,🥺,1
101040,[USER] HONEY! I go to a whole different building some days lmfao and I’m dead as hell because I def did the same thing with our cleaning lady. I was like lemme see what the men’s is working with &amp; theirs was cleaner. I was pissed ,😭,0
22593,[USER] [USER] before extendo was a sellout ,😔,1
12147,still haven’t shook this headache ,😖,1
26329,y’all do not have to get “get back” by using y’all private areas !! all you have to do is MOVE ON &amp; SHIT ON THEM ,🤗,1
532,"[USER] If kohli had been there for those crucial 4 overs, series would have been in opposition's hands... Rohit has amazing recorded handling such crucial situations as captain which people like you can never see... Come out of Kohli Eclipse bro ",🙂,1
3267, guys remember when I said that nft shit is going to destroy indigenous land and hurt the environment......,😀,1
49236,[USER] i’m not sure! i’ve always really hated my name and i just want to change it. i’m not sure if that’s just super dramatic ,🤣,1
98001,[USER] I had rule.. when they left.. I changed the locks... seriously ,🏽💪,0
17924,Got a chop for the first time in 2 months ,😤,1
83274,my toxic trait is putting leftovers in the refrigerator knowing i'm not touching it again ,🗓,0
101637,[USER] Jesus!  Always!  Sweet dreams and a blessed Thursday.  ,😼,0
95804,mecha skins ... so ugly ,😄,0
42764,i am brown  skin  ... maybe lite brown,🏾🟤👴,1
51436,Being a Phlebotomist while also studying Phlebotomy still has me on edge ,😴,1
96107,[USER] Excellent. Looking forward to playing A Billion Suns with models rather than card counters! ,🤨,0
79517,"[USER] Yeah, I try really hard not to do that  The women in my house remind me real quick!",🥲,0
28386,Bruh it could be yo birthday and niggas was like “read the room” ,😭,1
94503,[USER] Great ,🏽🤞,0
70723,[USER] yep im from VA  im glad ur doing well :3!! im doing fine too :33 i try to spend most of my time off of this side of twitter bc its kind of stressful imo ‍️,😳,0
39972,[USER] truly ,😩,1
58521,[USER] please don’t do this to us ,🏾💪,0
102243,[USER] YESSSS I remember ,👌,0
98832,[USER] is the most wholesome person on the challenge. We love his growth and you can just tell he’s happy with himself and life man  i love it!!! Kids cute AF too ,🌎,0
98872,Don't forget your clown nose ,😓,0
37207,"It’s either u imagine ur dreams, or turn them to a reality. ",💫,1
10207,no i wouldnt mind too ‍️,♀💆,1
44103,[USER]  Hope they are buying instead of chatting.,🤗,1
61586,[USER] One of the kindest and most generous people I've ever met. You're an incredible writer and just all around wonderful ,🤣,0
3689,We official now! Let’s get it Miami ,🐬,1
74312,[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Even longer for the Cardinals. ,🤣,0
37979,[USER] Thank u luv Sleep well when u do ,🌸,1
11085,Slut her out and then spoil her ass ,🥰,1
48235,[USER] UH WHO?? I WILL HUNT THEM DOWN. THEY PROBABLY WEAR LULU LEMON AND THAT ONE BLUE SHIRT FROM BRANDY. U LITERALLY DRESS SO GOOD IM SO MAD ,😡,1
83993,Can’t wait for my man to take care of me when he gets home ,👀,0
12374,[USER] [USER] i had to shrink to your mentallity somehow but damn ,💔,1
67029,[USER] thanks for the new background for my phone ,🍍,0
45847,manifesting circle:                                                                            OT8 VLIVE                  ON                              MARCH 25TH                                                                ,🕯,1
7055,choimno u’re the prettiest flower ,🌺,1
44126,[USER] [USER] [USER] I dunno if she's heard of Dark mode marriage...We might need to show her it works...,😎,1
43229,"Wheeew , i need this ",💕,1
106336,[USER] good riddance ‍️ bye,😟,0
61517,[USER] He is really nice  Do you listen to Reece? You also waiting for his project ?,🥳🎉🎊,0
101242,Might go watch my friends goats for a couple weeks ,😂,0
26436,[USER] THEY  DID  ??  ,😧,1
68587,nothing matters so anything can ,🥲,0
6135,Drop your username let's follow you ,😽,1
105557,I want these so bad!! ,😡,0
105227,"Just KiddingI am probably the oldestin this fandom. I am 43.I have a 21 year old, a 15 year oldand a 12 year old. I havebeen married to my best friendfor 23 years.There you have it ",🏻🙏,0
70073,[USER] You don’t know what my hands can do ,💕✨,0
57621,3 miles a day keeps the doctor away ‍️,🏼🙏,0
2237,omm. Then I wish a nigga would not claim my baby  as soon as I drop I’m beating his ass and getting a DNA test then he will never see my baby since he try to play in our face ,🤣😉,1
102261,"[USER] Must be nice, friend ",🎶,0
32833,[USER] miss u too ,🥺,1
93048,[USER] Aw no your poor ear  but yeah you gotta be patient when stretching them! I had a bad blow out when I went from 0 to 00  but I think I’m at 9/16ths now? Cause I had to go up a size even when I was done stretching them cause they kept falling out and had to go up a size lol,😂,0
46710,You're teaching a personal finance class.What's the first lesson you will teach? ,👇,1
67409,"okay so... i can tell which one of my lil brother’s friend is gay, how do i tell him? ",😴,0
100036,From Me &amp; My Big Dick Brotha ,🇭🇷🏆🇷🇸🇫🇷🇸🇮🏴👇🇧🇪🇳🇱🇦🇿🇹🇷🇮🇪🇵🇹🇺🇦,0
50187, Vaccines used globallySinopharm/Wuhan: AE  CN,🇦🇪🇨🇳🧪,1
76868,[USER] [USER] you never lie ,😂,0
11557,[USER] hi bighit i can be a janitor to your new building ,😊,1
40835,[USER] Or would your mind be connected to your head therefore making the body what’s interchangeable? ,🤯,1
57717,"""As the hands of the clock spun,how much would have changed?I turn to the final page in which you are written.But I don't have the courage to read on,I will erase the sad writing.Our story won't end.Because we will meet again.""- EXO, Peterpan ",😕,0
41058,We Talkin Bout Mics I’ said like da one da wheelchair niggas use like stephen king got My Brody said “hell naw u Talkin Bout da one fa LD niggas”  Bwear,💀,1
25642,[USER] [USER] [USER] You have to try it! Life changing!!!! Tinned baked beans. I cook for ages in microwave so they are soft and sauce is syrupy ,😋,1
16978,now I’m early at work bc I thought I was gonna hit traffic damn ,😔,1
83373,"I’m watching [USER]’s talk from thE [USER] Ham Expo, and I keep getting distracted with the antics of his host. ",😡,0
61111,U forgot the security pin,😂,0
22350,he's good at everything  what a perfect guy ,🥲,1
69096,[USER] Ask him why he blocked me ,🔥,0
13633,[USER] Of course ,😈,1
64673,[USER] Don’t want him playing against Turkey though ,🤣,0
64789,[USER] [USER] Great intervieuw tony thank you ,😩,0
48311,[USER] [USER] JOE BIDENS MICKEY MOUSE PATH TO THE PRESIDENCY- Become Obama’s VP - Get butt fucked in every debate in the primary - Get the DNC to rig the primary against bernie - Get trump to fuck up a virus - Barely “win” in a rigged election with fraud votes ,😈🥶🤬🤡🥵,1
86924,[USER] This isn't gonna bang ,🤑🎅,0
81277,[USER] or i get em for u &amp; it doesn’t count ,💕,0
71233,good morning beautiful people ,💋,0
57288,[USER] Gorgeous tits ,😎,0
71180,[USER] looks like i'm the only one who agrees ,🥳😉🤑,0
58102,Even more puzzling that the inside and outside look brand new.. ‍️,😒,0
68425,sunday: i have all week to clean for pesach monday: i have all week to clean for pesach tuesday: i have all week to clean for pesach wednesday: WHAT DO YOU MEAN I HAVE TWO DAYS TO CLEAN FOR PESACH FUCJDJEKDK,😍,0
36477,I’m stronger than you and only getting stronger. ,🏻💅,1
99074,Put me in ya mouth ,😉,0
10263,I’ve been sleeping on casamigos.. it’s real smooth ,🏾👌,1
56267,[USER] SaintOrn ,😭,0
72341,If anyone wants to move to Santa Rosa my coffee shop is hiring ([USER]) ,🥺,0
87571,Nah sonn sophomore year was a movie ️️,🏽♀🤷,0
33345,We are too proud of you. Congratulations Bad  commando. ,🦇,1
24413,[USER] Nit Darling ,💋,1
6614,BEING AN EMPLOYEE IN HYBE IS AN ACCOMPLISHMENT. ,😭,1
86110,[USER] I’ll take two please ,😂,0
26473,[USER] Sweet pain ,🧠,1
27294,[USER] killua and I think it’s so funny his outfits have been great and then there’s gon ,🩲,1
85904,[USER] Hey. He has you. It's gonna be all right. ,🏽🚶♂,0
62005,keep your faith even when it get dark ,😔,0
60448,[USER] This is with BattleMapp? Looks so good ,😤,0
55120,HE BACK ,🖤,0
45805,"[USER] I think that's mint green, baby ",😻,1
65041,[USER] Tied in a nice lil bow ,🥺,0
76907,i forgot i had this account ,😆,0
28325,Comment using   and follow all who likes it   ,💟💌💛💓,1
87514,[USER] fr if they wanted a popular seiyuu that can make a loud annoying voice sound good it should've been hanae ,🙏,0
75562,Replace “white” with “black” and these could be published in Der Stormer.,🙏,0
100473,[USER] [USER] Amen to that! their politics don't work in real life either...actually. A parasite must have a host to survive. Whereas hosts not only survive but thrive without the parasite ,♀🧍🏼👁,0
93626,"Unreal, still remember that call on [USER] with [USER] like it was yesterday",🥺😂,0
30040,[USER] Love your glasses ! ,😍,1
100211,[USER] ThanksThe complete contradiction of that sentence still gets me ,🤨,0
103883,I selling 3 for $10 .. link me ,🤒,0
51290,"No more study for today I go sleep  good night everyone, sleep well ️",😴💜❤,1
19821,"I watched videos of these two and I noticed na di lang millennial ang fans nila since I also read comments on those videos. There are lots of titas and even titos who said that they feel the kilig with these two. I agree na they have the ""not so pilit"" chemistry naman talaga. ",💖,1
9270,Having Assistant Coaches That• Put the Team First • Care About The Individual Player ️• Have Head Coaches Back • Not Afraid To Give Advice • Humble if Their Advice Isn’t UsedGreat assitant coaches make the team successful in ways the head coach cant do alone,🗣♥💪🥇,1
