index,tweets,emoji_sentence,follows?
20921, fast gaw • follow me &amp; [USER] • rt + hiends fast !! ,💌✨✨💗🦖🥞,0
15682,[USER] [USER]  ...I will send you my mum's number...you will discuss terms and conditions and how many lands your family has in lekki,💛🤩🚀,0
4169,[USER] y’all gotta be joking  there is no way your calling another human being “tree” gtfo,😭😭🙃,1
8563,[USER] I volunteer as a tribute ‍️,🙋🏽♂,1
13013,Good guys plz. With brain ‍️,🤙🏼,0
2300,Who is this bear? Wait. Is this Kuma? Happy belated White Day and thanks for chocolates  I'm craving for it again nowYou did well too. Fighting ,😩👀😘🤧💪🏻,1
18087,[USER] The entire album love though  honestly this next tour is going to be insane (whenever it happens ),😭💞,0
13880,i’m leaving ‍️,😭😭😭😭😭😭😭,0
1108,Hi loves  DM me BEFORE 12pm if you wanna purchase my custom premium for only $20!!  Limited slots only ,🥰✨✨💦👅,1
16549,IM ALWAYS LOCKING MYSELF OUT MY HOUSE  RIANA BITCH IM FINNA BEAT YO ASS ,😍👨❤💋👨👨❤💋👨🤯😳😳👨❤💋👨🤯👨❤💋👨😳😳👨❤💋👨😳👨❤💋👨👨❤💋👨🤯🥺😳☺🤯😳😳,0
2986,"[USER] bro this is straight up embarrassing  whoever the original poster is, it's not too late to delete this ",😂🤗,1
1997,hey  did u know  twitter has a like if u click the heart it turns red  now go ️ click my profile  and do that  with my pinned  rt  thank you ,👋❓👍😋❤‼➡👤🙈📌🔁❤,1
10154,Just remember to feed her occasionally and make sure she gets some sleep. ,🥃😂,1
12739,"[USER] [USER]  Can only speak for myself, but I know that any problematic portions of the fandom are merely a tiny percentage and I’ve always known there’s an unfair rep for the other 95% which is why I support it. Besides, there’s toxic people in literally every fandom, either way. ‍️",🥵🤑,0
7650,[USER] he ain’t dead yet but ,🤚🏽,1
14933,"I’m ok. Sorry to post about my family drama. I’ve always believed in karma &amp; still do. I’ll let it handle this situation. Where I outlive my dad or not, I know I don’t deserve death because I’ll be free, happy &amp; have peace. ",👌🏾,0
5302,"everything sucks  just kidding  everything is great  no, really  i haven't thought about my ex today  oh wait  wtf i just did??  but i went outside  for the first time  in a few days  and it felt nice  and i might try doin' exercise!  ...not really",😕😂😃😅😛😐😠😜😘😋😎😄💪🥴,1
20389,[USER] Me too ,💥🌺🌺🌺🌺🌺🌺🌺🌺🌺,0
3057,summer has begun and I hate summer  unless it means going to the beach----BUT WE CAN'T ,😑😤😤😤,1
2576,Anyone who calls themselves this  is already wearing a badge of shame about themselves. My ultra liberal values do not need any validation from a random dude in Odisha who is clearly more aware of my caste than I ever have been or will be. I do feel sorry for you. Discover more,👇🏾,1
22220,[USER] [USER] I'm following back instantly,🤦🏻♂,0
19012," I do, I do! ",👻🐰🌹,0
8547,Sssh! I think they're sleeping...       ,🦇🦇🦇🌲🌲🌲,1
21601,[USER] Ikr. Also I see alot free robux ads it so annoying   ,🙆♂,0
15504,[USER] Your tweet  is the first time I’ve come across the term.,🤦🏽♂,0
19784,"Praying now for our nation! May all lies continue to be exposed, the truth revealed, and may justice be delivered. ",🖐🏽,0
18495,"[USER] in early morning i saw this, i’m feel happy! thank you for accepting me, guys. see you in gdm soon! ",👀😊,0
21037,[USER] [USER] [USER] 2021 version ,💛😌,0
23681,People just come in your life and really just waste THE FUCK out of your time ,😂😎,0
16828,"[USER] In the ""beginning of times""  they were considered gay with the desire to represent the opposite sex. It is new and surprising to many of us to see they( the T) considering themselves as straight... ",😆😂,0
14167,No more talking at work ,🤍🤍🤍,0
14295,[USER] How do we order the book please?  ,🙌🏻,0
11488,my ex probably think I added her to get back with her  hell nah I was just going to tell you you a hoe one last time ,😂😌,1
2078,It’s crazy how I rode thru yo storm  wit u but I had to go thru mines by myself ,⛈😔,1
13672,[USER] [USER] Appreciate it.  I wish you the same!  ,👌🏾,0
17880,[USER] gave me some uplifting pep talk because that’s what people do when they love each other and are illegally married. Thank you everyone that was in my DMs and replies ️ I am okay now.  Y’all are the best moots a sword simp can ask for. ,😭😭😭😭😭😭😭😭,0
19424,[USER] Good morning darling! I hope your day will be better one today. Rmb to rest and eat well. Also negativity laam thalli vachittu santhoshama iru! I always want to see you smile  Can’t wait to know what surprise you have for us! Love you thangama ️,😂😂😂😒,0
13347,[USER] En fin... ‍️,💕🥺🤞🏽,0
6144,Imagine going in for a hair removal treatment and your tech starts shooting a promo video with your booty in the air ,😂😂😂😂,1
371,GO CHECK HIM OUT ️ [USER] if you fw his song RT &amp; LIKE HIS POST or leave him a comment ,❄💙,1
9925,"Dear online diary, Its been a month+ now that  hasn’t been home. We are really missing him. Hear our plea. Bring him back safe and sound ",🥟😔🙏🏻,1
20507,[USER] My bad ‍️,🙏🏽,0
7458,wtb lfs phtrying my luck again beke leng nemen hehe  the boyz younghoon,✨😌🏷,1
16151,Happy birthday  Wllnp,🙂🙄,0
7139,My typa date the aroma  of BOOKS A MILLION coffee  spot inside the  bookstore while sitting in da corner in dem comfy couches reading the 1st few pages of a book Im interested in,👃☕📚,1
18529,[USER] Black  because emo phase ,🕴🏼,0
9767,we should all drink a gallon of water in honor of wendy’s debut as a solo artist she’s so thoughtful ,🙏🏻,1
8661,i don't kiss ass . idgaf if we never talk again ‍️,🤷♀,1
19952,STAYS PLEASE VOTE NOW ON IDOL CHAMP  we cannot lose that poll especially today ,🇺🇲🇮🇳,0
2711,"At least reply jelahh ""thank you""  dahlahh nak give up balik lah ",😌🙃,1
8902,"[] 210323Thank you for the audience, our members and perfect attendance Seungsik hyung who came to watch the show, and Ryeowook hyung and Jinhyuk hyung who can't come due to schedule but they cheer me through messages, and also Goldenness ",📝😁,1
11544,how tf lilly ain’t know her bestfriend was hannah montana  i just cut this on &amp; im mad already ,😒😂,1
14785,Can't wait for the next era ,🙏🏾,0
9771,"[USER] He said tee-rak, didnt he?   tee-rak, ive arrived home safely hihii",🤭🌻,1
13955,[USER] Amen ,💙🐑💙💙,0
22074,"My great -grandfather is 7ft tall, his son, my grandfather is 6’1”  that would make sense they are coming through ",🥺🥺,0
20487,[USER] Whoaaa!! ,🥺🥺🤩🤤,0
7495,"[USER]  Damn girl, you look like who done it &amp; what for!Party City Wig Wearer fits her well!",👀😂,1
9930,[USER] B! The old boy is just getting started ,🙏💪,1
18149,No words ‍️,😩😩😩😩🍫,0
3548,"[USER] Ready netflix sharing Legal, Aman, Anti on hold, Garansi. ️Sharing ️ 1 bulan sharing 25k  3 bulan sharing 65k ️ Private ️  1 bulan private 100k  3 bulan private 265kt. mana yg yang jual netflix spotify viu wetv murah dong youtube prem disney",🧚🏼‼‼✨✨‼‼✨✨,1
12135,[USER] You dey work ,⭐⭐💪,0
18077,"[USER] Don’t know the last time I hit yeezys, a wrath key would help secure the bag ",😋✨🍦✨,0
15529," Fecha Evento:25/3/2021 Hora Evento:00:10 ️ Deporte:Baloncesto Competicion: NBA️ Evento o eventos: Indiana vs Detroit+Orlando vs Phoenix+Thunder vs Memphis Pick: Detroit over 94,5 puntos+Orlando over 93,5 puntos+Memphis over 99,5 puntos Cuota: 1,71 Stake: 1,5",🔥😫,0
20310,[USER] Real !! ,📌📌✨,0
23270,[USER] does that mean something ‍️,💎💎💎💎💎💎💎💎,0
9522,[USER] Will be your go-to Spanish study buddy if you wanna be my go-to korean study buddy! Yo quiero aprender a comunicar en Koreano ,🙏🏽,1
5446,"If u shared pics of ur happy wedding ceremony recently just know I’m blocking &amp; reporting u, it’s called self care sweaty  /j",💅🏻,1
3511,Fire wings for the W    had to treat myself one time. ,🔥🔥🔥☝🏾,1
20216,"[USER] ⠀⠀          oone : twoo ! 세      。        ⌗ breaking news, the person reading this is a great person and deserves good things in life! don’t forget to drink at least a cup of water today. ⠀⠀",🥳🎂,0
5547,[USER] ur gay ‍,👩🦯,1
11509,and then george ,😃😐😞,1
14049,"[USER] [USER] I don’t care if it’s illegal, if you need to protect yourself and dog then so be it ",✌🏾💨,0
17355,[USER] Waaoo I love ur sexy body baby. I will love to freak   u,📢👉💪🏼✅✅👉,0
5166,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] you’re so kind, I love you and beautiful Bren y’all are always so  pleasant xoxoxo ",💞💞💞💞,1
15717,I really love Lio &amp; Manda because they have a genuine personality  [USER] [USER] ,🏁🇯🇲🏝🎶🎶🎶🎶🎶🎶,0
15710,[USER] Quit. But I see you follower numbers are 0 and 1 now?  ,🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰🌰,0
16873,"[USER] So they popped little Lucas out on the floor of the loo...I sense an ironic nickname in his future. Congrats to Mom, Dad and welcome to the world Lucas Phillip. ",🙃😆🤭😉😆,0
1057,"[USER] Huge fan of the your work, keep sliding those Simpsons references in ",👏🏻,1
20269,[USER] There's really a professor who will make impact into your life. I'm happy you found one.  Study hard bb. Ilysm ️,🫑🌶,0
8788,HboMax crashed  Zack Snyder's Justice League hype is still rising like ,👀🔥,1
18314,[USER] Choppa City ‍️,😁♥♻,0
8958, President Trump will have his own social media platform. Anyone besides me ready?‍️,👉👊🙋🏻♂,1
13750,no one:absolutely no one:asians on twitter: raves  where r my raves  i need RAVES ,🗂🖍📖🎨✨,0
9354,"[USER] [USER] [USER] I speak tongue  and cheek  what you ass licks do, cause you love to eat butt, it’s sad but true",👅🍑,1
7303,Tommy Milone (our second client ever) threw 37 fastballs today. Average velo was 83.3 MPH.  Not a typo.He has allowed only 2 runs in 8 2/3 innings this spring. ,🐌💪,1
9446,[USER]  king ,🔥🔥🔥👑,1
19799,[USER]  You handled that squirrel like a champ! ,🤦🏿♂,0
8576,i miss..                                                                                                                                       ,🥟🥟🥟🦙🦙🦙🥟🦙🦙🥟🥟🦙🦙🦙🦙🥟🥟🥟🥟,1
11912,[USER] I have 4   but I do think it’s a amazing card,😤🤣,1
10050,Yk a nîgga hurting when I got sleep for dinner tn ‍️,🤦🏽♂,1
1709,"[USER] [USER] Governments &amp; big tech wanted to push for the vaccine $$$ To do this everyone went of the Oxford study which stated all other methods did not work, however the study only tested these on already hospitalised patients not as early intervention ‍️",🤷🏻♀,1
12634,I'm back my Twitter wasn't allowing me to tweet or dm ‍️ [USER] [USER]  [USER],🤷🏿♀,0
22782,[USER] Britt  I sure hope this doesn't find its way to their gc ,🇬🇧🤮,0
14232,[USER]  I actually think this year they do something  can't waste jokic season like this,🤦🏾♀,0
2651,This thread ,👏🏼,1
640,It’s the “aye ” ️️️,👆🏾😂❤❤❤,1
19460,"Follow up question was ,  you don’t want a family? I have a family. Do you ever see me alone?  Stop tryna force a husband and kids on me. I’m chillin ",🙆🏿♂,0
17884," NO OLVIDEN [USER] APPSFanPlusIdolChamp(OT7)+&amp;+DUCKAD++StarPlay  Whosfan WEBKing choice&amp;+Abyys, LGO,BEE Music Mundial ""FINAL""~D2+TheTopFamous++Top50Musical x6Starmometer Nehannn OT7",💔😢,0
13419,[USER] [USER] tbf it’s not like Priti Patel is any better so ‍️,👌🏽,0
5155,first walmart notice ,🥺🤞🏻,1
22308,[USER] thank you  ,👌🏻,0
15730,"Happy Birthday in Heaven, Vin Jay!  missing you everyday  iloveyousomuch our angel ️",😂😂😂😂😂😂😂✅,0
10231, BOT  BOT     BOT  BOT    BOT  BOT     BOT  BOT    BOT  BOT    BOT  BOT    BOT     RETWEET TO WIN,🍔🍆💩👙💩🍄🌈🙈💣🍗💀👹🍄,1
10085,This made me feel so bad for Robin  he ain’t want none fr ,😔😪,1
1337,"[USER] True, but ‍️",🤷♂,1
10304,Can me and ken just be know for Qui &amp; Ken and not nobody else ‍️,🤦🏽♀,1
12159,"This generation normalized cheating, toxic, &amp; unhappy relationships ‍️ and I don’t want THAT. ‍️",🙏🕊,0
8121,[USER] [USER] violence only  ,💯💯💯,1
3952,First time i seen this my brother already seen it and told me what was finna happen ‍️ so i wasn’t all the way surprised,🤦🏽♂,1
16747,[USER] [USER] Them Dey rub your yansh for public  must be nice ,🤨✊🏻,0
5297,[USER] But it's a lockdown where you print a PDF and can go out as long as you wish... ‍️,🤦♂,1
22996,"I would be a horrible pirate, after any game/movie I have downloaded  I have then gone out and bought a physical copy of it. Except for those shitty games and movies, those just went into the recycle bin ",🥰🥰🥰,0
15430,"[USER] Hahaa.. Cheers Theo! Appreciate It..  Only had it a week,  but loving it!The Infotainment might be better, but its safe to say that your Lexus definitely has the superior soundtrack to it compared to my GTE though  ",💜💙❄❄💜💜💜❄💙💙💜❄💚💙💚❄💚💚💙❄💚💙💚💙❄💚💚💚❄💜💚💙💚💚💙💚💚💚💙💙💚💚💚💛💛💛💚💛💛💛❄💜💙💚💛,0
21172,"I want to give more exposure for small artists, write me your favourites and I will post some ️ RT to get more artists",🤦🏼♀,0
17537,"It’s not fair  Lani deserves better  please  give her some love with a share - retweet - pledge  if you can, please apply to foster Lani  please help her live and know not all humans are cruel ",☝🏾,0
21215,[USER] You promoting a healthy relationship Abuti ,🤷♂,0
15456,‘Mainly Marlin’ ,🥺😭,0
3454,[USER] Ke tsogele today ,🙏🏾,1
11636,[USER] I can’t tell if my current headache is from the cold shower or because I’m dehydrated or because I haven’t had enough caffeine So I think the lukewarm and less hot approach might be better next time ,😂🧐,1
11280,I'm️ Single ️ Taken  A Weeb still looking for a portal to the Anime world,⚪⚪🔘,1
19045,[USER] Fingers crossed you're already following Toronto's PEACH program physicians [USER] [USER] [USER] [USER]  ,🤣🎶🚫,0
17158,[USER] Beautiful      ,🤦♂,0
5977,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Yay, 8 hours, considering how time flies when playing the game, it will go super quick I'm sure!  Oh hot sauce haha awesome \o/ I'm sure it will be fantastic ideas ",😄👍😄,1
12157,going to therapy now so i can be a better manipulator this summer ,👋👋👋😆😁😁🤭🥰🥰😗😊👉🏻👈🏻😱😱😳😳😍🤔😋😎😥🥺😁😉😅😍😍😍🙏🏻🙏🏻👉👈🤩📌🥺🥺🥺💞😙🥳,0
17521,why is sukuna there ,🤦♂,0
15524,Even after 7+ years ‍️,🧍🏼♂,0
3771,"Tucker Carlson’s biological mother (who was quite wealthy) left him 50¢ when she died, which tells us everything we need to know about him. ‍️",🤷🏼♀,1
14031,LOOK AT MY SEXY BIRTHDAY BABY OH MAHGAWD I LOVE YOU SO MUCH I CRY ,🎉🎉,0
12160,She’s the prettiest idc..Mashallah,✨✨❤♻🗨,0
4798,60 GCASH in 45 mins!! • must follow me &amp; [USER] • i-like/rt  nila • RT + xx,💸📌,1
11924,"I wanna go on a date  I’d even be willing to treat someone...YOU GOTTA BE HUMOROUS EASY ON THE EYES, OPEN MY DOOR AND PULL OUT MY SEAT ANDDDD do fun date stuff together the entire evening. ",😌🌝,1
21107,Nunes MUST go! ️,👨🏽🔬,0
4232,                                       they're in a croc n' roll band,🐊🥁🐊🎸🐊🎤,1
22029,[USER] [USER] FFS Ali just type in Egyptian Arabic and we can just translate that ourselves ‍️,🌌🌌🔮🔮🐙🐙☂☂🍇🍇,0
11320,"BREAKING: The First Dogs, Champ and Major, are back in the White House!  ",🐶🐕,1
3149,"[USER] 50 tulips? Wow!  I believe so! I love tulips, but they don't grow in my area. Here is very hot. They like cooler climates. I hope your tulips bloom, dear Rose and that you can share with us.  ",😀😉🌷,1
21943,[USER] Way Cool Definitely a LandShark ,👏🏼,0
11542,[USER] 1. Red Bull 2. Mercedes 3. McLaren 4. Alpha Tauri 5. Alpine 6. Ferrari 7. Aston Martin 8. Alfa Romeo 9. Williams 10. Haas ,🇦🇹🇩🇪🇬🇧🇮🇹🇫🇷🇮🇹🇬🇧🇨🇭🇬🇧🇷🇺,1
1469,Hummm Elites from now on not free scholarship. Today reaffirm my believes that Elites League is God's own and that Elites daily tags are spiritual Congratulations Erica and Congratulations Kuda Bank. More success IJN. Amen ,✨🙌🏼💜🙏🏾,1
20395,"TMRW  (1/2) 10:30-12pm @ 5416 Finn Group (5416 E Baseline Rd, 85206) (2/2) 12:30-2pm @ SKD Gilbert (5222 E Baseline Rd, 85234) [USER]",🙏🏽,0
5886,[USER] i love u ,☝🏻,1
1318,"Last thing... the more I learn about racism, the more I find it completely idiotic. I’ve been taught about it since I was like 5 and if a 5 year old can see the stupidity in it, people have no excuse. We’re all a part of the global community. ",✌🏾,1
1341,[USER] [USER] [USER] [USER] [USER] [USER] Because those were the ones he frequented ‍️,🤷♂,1
5505,I really want to be a better version of me. The BEST version of me.  ️,🌱☀,1
8721,Motivation for today: One week na lang sahod na  let’s go ,😌✊🏼💪🏼,1
23394,[USER]              FOLLOW ᴛʜɪs Aᴄᴄᴏᴜɴᴛ             [USER]       Aɴᴅ ɢᴇᴛ  %  FOLLOW BACK           TʜᴀɴᴋYᴏᴜ ɪɴ ADVANCE          Hᴀᴠᴇ ᴀ Nɪᴄᴇ Dᴀʏ ️  Note:-DM me if u don't get fb,😅😘,0
5243,Anyone got  for tires,🔌😪,1
16921,"Isn't that some of the dumbest  you've heard? It was called the Transatlantic slave trade for a reason. If they want to get technical, the concept of ""blk"" &amp; ""yt"" was created in the 17th century to justify chattle slavery. It's a yt label they're trying to ""police."" ‍️",🌸😌,0
23966,[USER] Add a little bit of vanilla mixed w a bit of lemon juice on top before tossing and    to me,🔥🔥,0
2131,tobin got new places and its so big omg ,😭😭,1
15235,"I was so scared to post a new venture on my business page, fearing that no one would like it. Guys the comments are so encouraging . Let’s do this, in a pandemic. ",🤤🔥,0
21262,This CANT be real  i “ forgot “ about you ,💚💜,0
3166,[USER] [USER] Thank you for reading and sharing and being moved by it! ,🙏🏾,1
9172,Follow me and everyone who Retweets  ,🍁💳,1
9317,[USER] Mother of the year ‍️,🤦♂,1
10461,[USER] [USER] I mean for TWO to crap out?!! You will get it going soon  ,🤞🏽,1
12205,Follow whoever Retweets and Likes this  ,🗣🔊💫,0
14016,"Wave goodbye, Joe! ‍️ he’s gonna go full on Doug Jones",🏔🎵,0
16632,[USER] I think Kamala Harris's official VP photos show her holding one when she stands behind Biden. ‍️,🥺🥺,0
22455,[USER] [USER] Looks like the eastern slope ‍️,😣😒,0
6755,"Decent day coming up tomorrow! $WCN comes out of trading halt, very keen to see the ANN for results$AR9 webinar update for recent and upcoming ANN ",🙌🏻,1
437,Never. Been. This. Proud. Of. Someone. I'm extremely proud for being part of his fans. I do love you [USER] ️️️,❤❤❤,1
4817,"[USER] Been an employer since a toddler, though I don't remember much. My mom told me I gave her lots of work. ‍️",🤷♀,1
8968,[USER] Yay okay ‍️,🙆♀,1
4265,[USER] What do you know about men when you're in love with a shatafa !!?Plz Keep your weird relationship quiet ,🙏🏻,1
23834,Poors straycats do the same   If you have straycats around you please give them water and food. And change the water often or buy heating bowl. Thank you. ,👯♀,0
22789,Stressed but blessed ,😘🥰,0
799,[USER] Well done sea scallops to die for ,🤌🏾,1
9141,[USER] Goat the  ,🐐😂,1
14989,Thank you to everyone who tuned into my stream today! I appreciate it! Special thank you to [USER] for the bitties  it was a fun stream!I'll see you guys in about two weeks! ,🙆🏼,0
4009,Dealt w one Cancer and baaaby NEVA Again ‍️ and what’s crazy is a cancer is suppose to my (Scorpio) “soulmate”,🙅🏽♀,1
9954,[USER] the edits on this are clean I’m not gonna lie g ,✊🏽,1
18101,"everyone be careful when it comes to posting articles on ri please  we know that we have translators in the fandom that will translate everything for us so please don't post auto-translations, because it can confuse everyone and could cause damage if it were to spread ",🤷♂,0
11536,Get some D ,👍🏽,1
21810,[USER] of course! ,🍑👇🏻,0
10213,️ selling affordable cheap murang premium accounts legit reseller for sale ph—Spotify SOLO ₱35—Netflix SHARED ₱75—Viu ₱25—Youtube ₱25—Crunchyroll ₱35—Canva Pro ₱65—Apple Music ₱75 check acc for proofs   FULL WARRANTY || DM ME  MOP: Gcash / Load (++),🏷📌💜📍📩💸,1
0,"Anyone interested in buying my Astro Dream Pt. 1 Day Version? It comes with the outbox, photobook and group postcard. :) ₱350 GCash (price + lsf) JRS or JnTDM for more info.  astro wts lfb mj moonbin jinjin cha eunwoo rocky yoon sanha dream pt 1 day selling merch",💵🚚💜🏷,1
19005,I started college in 2011. Took a “break” from 2013–2019. I say break loosely because I paid for classes here and there to bring up my gpa. Fall 2019 I enrolled full time at UNO &amp; today I applied for Graduation. ‍,🙏🏾,0
18382,"[USER] Glad he's willing to help.  Also glad to know I am not the only one who cannot manage to make the hood go up on the car.  Of course, that is mainly V's domain, but he has tried to show me and I just cannot manage it. ",🥺🌱,0
16094, Checked my account whilst I’m at work and I’m not over 800 followers! You know the drill £8/£80/£800  Make me happy whilst I work my arse off                 •Findom•Cashpig•Cashatm• ,🤦🏾😩,0
311,[USER] You’ve got 1 &amp; 2 in the wrong order ,🖖🏻,1
8677,[USER] Wacko!!! ️️️️️️️️️️️️️CARPE DIEM ,❤🧡💛💚💙💜🖤🤍🤎💔❣💕💞💓💗💖💘💝💖❣🧡💟❤💓❣💗❣🤎❣💔💝🤎🖤💖❤🕉💓❣💗❤💘💜💜🤎❤🤎❣🧡💛💚💙💙💛🧡❣🤎🤎💓💝,1
22759,[USER] [USER]  you name it...,🙏🏻,0
8799,"upload funny videos of sunwoo on his birthday~ I do have many of those but to protect our member’s privacy, I won’t. maybe after 9/10 years of our debut then I will~",👤🦄,1
2217,So. I lost my 12 year account because I didn’t update my email address so the Twitter Gods won’t verify that I am who I say I am. I can follow my account [USER] but I can’t log into it. Starting all over from scratch.  I’d love your follow back. ,😩✌🏻,1
3262,𝙁𝙍𝙀𝙀𝙁𝙍𝙀𝙀𝘿𝙤𝙣'𝙩 𝙢𝙞𝙨𝙨 𝙞𝙩 ,❗❗❗❗😉,1
19917,"[USER] Wetfood! Kibble baru start slow slow itu pun try error sebab my cat cannot eat fish  so kena cari cikin, beef, lamb, turkey ",🤦🏽♀,0
22780,sometimes i want to just disappear and get away from everyone and everything to just be alone ‍️,😊❤😘,0
12473,Thanks for the love guys  let’s run it up !! ,🇨🇭🌐👩💻💡🍿,0
11231,me and namkook be sitting pretty ‍️,🧚🏾♀,1
14487,[USER] Extreme right ,🧍♂,0
11793,You’ve posted Gyakie’s Pictures saaa now you forget sey you get Sister for House  wenim s33 Katawire ein last Shoe he Bought ,😎💔🕺😂,1
15567,306 here.  Rebuilding.  Can we get her over 400?   [USER]  ,😻🔥💋,0
24238,"[USER] New year, new knee ",🤦🏼♂,0
17785, My Bro 4L [USER] Go be great ,📌👇,0
6477,Y’all need to chill I wanna get some tickets ,😅😅,1
16456,️PSA️ Take the splitter guards off your Dodges for fuck sake!!! ‍️,🙌🏼,0
3992,. LOUDER!!! ,🗣💯,1
8161,We go again boys ,🙏🏾,1
1130,Share [USER] with your friends.   Follow everyone who likes and retweets this tweet  ,🐎🐁,1
22285,maybe i will just misgender and use the wrong name for all cis people until they get why this shit drives us crazy ‍️,🚫⁉💔,0
6288,Mama Bear Mode : Activate ,👊🏼,1
16259,My new mugs are a hit  so thankful,🏹💍🔱⚡🪓,0
16316,[USER] [USER] [USER] Thanks! Ripple would have laid bare gaps in the line itself I think. The missing CL is unaccounted for like an abduction  and the flutter “shows up” much more medial to the line. So I favored a bridge. Epicardial mapping would have been  proof.,😃😈,0
19279,The shit we did I’ll never tell ,💫💫💦💦🌷🌷❗❗🦸♂🦸♀,0
18235,"️ He didn't even talk rude to you, was there any need to insult him? Also, he is right. You can't use their art.Plus, he isn't a machine, he cannot detect all accs who uses DNP art. You should be thankful that he didn't report you to the artist.I spoke facts only ",🤷🏽♀,0
7035,"[USER] [USER] [USER] I do love the term “emerging artists”... I mean, I’m young to a 70 yr old... ‍️",🤷♀,1
17728,[USER] They talk about everyone ‍️,👩❤💋👩,0
13778,Your desires and the consistency of your thoughts have to align...You can’t want “red” but always thinking about “purple”. ,💪🙌,0
2536,I’ve been giving my horse nothing but good ass food and she’s getting so thick  but she’s so short ,🥰😂,1
11720,[USER] Walmart or Party City? ‍️,🤷🏾♀,1
780,ppl who get no recognition on their tweets where u @ ?? lezz make a cult ,🤘🏻,1
2833,[USER] Lmao one bad game and ya'll back calling lamelo a bust ‍️,🤦🏻♂,1
10121,"The City is saddened by this act, but it will not define who we are as a community. Like our [USER] we remain committed to the safety and inclusion of all our LGBTQ staff and community members. The tower will be replaced and re-painted by our Lifeguards. ️‍",🏳🌈,1
425,"[USER] The first time I heard an ud song I was like  is good I've only heard 1 of their songs so I can't say but that 1 was perfectEden is good for keeping consistent with their type of music which is nice but it's not unique, but idk how you can convey Eden in a song lol",😐🐇,1
1061,I love my momma I wouldn’t kno what to do without that lady ,🤞🏽,1
6043,"Like, RT and comment your CashApp. Feeling a little generous today ",🙏🏽,1
1739,she gonna bag wins next week! ,🤞🏼,1
8901,[USER] Could you please @ me in the comments next time cause my notifs be bussin  BUT THISE PIECE IS FIRE WTF THIS IS SO GOOD ,😍🖐😩💘,1
21797,AHHHH NOT THE TSM MOZZIE SKIN Super excited for the second edition of the TSM pilot program to be live**OUT ON THE 25th**,🔮✨🔽,0
4584,"Yo ScottiePippen my man and all but he was way too soft. I remember he called that nigga Barkley ""Fat butt"" on the court  RIGHT! What type of trash talk is that bruh???",👃🏾🥞🤨,1
15326,[USER] hi didi ️ i hope you take care ,🥺🙏🏻,0
10693,[USER] [USER] Donee [USER] ‍️,🙆♀,1
6780,i’m this close  to buying a pitbull puppy!,🤏🏾,1
14491,I don’t have beef  with no one i could care less  I’m happy ash  ️,🤷🏼♀,0
362,Joe been doing what needed to be done! ,🙌🏾,1
